Articolo;Descrizione lunga;Segn.;Costo Unitario;Proc. Speciale;Produttore;Produttore Modello;Produttore Codice
E50770402002;*FUORI PRODUZIONE  CPU 314 S7-300 24KB 24VDC;ESA;359,54;;SIEMENS S.P.A;;6ES7314-1AE04-0AB0
E50770402003;*FUORI PRODUZIONE CPU IFM 6ES7 312-5AC02-0AB0 10IN/6OUT;ANN;240,62;;;;
E50770402004;*FUORI PRODUZIONE CPU 314 IFM 6ES7-314-5AE03-0AB0 SIEMENS;ANN;1 343,30;;SIEMENS S.P.A;;6ES7314-5AE03-0AB0
E50770402005;CPU 313C 6ES7313-5BG04-0AB0 (EX 5BF03-0AB0) SIEMENS;;732,58;;SIEMENS S.P.A;;6ES7313-5BG04-0AB0
E50770402006;CPU 314C 2PTP 6ES7-314-6BH04-0AB0 (EX 6BF02-0AB0) SIEMENS;;1 238,45;;SIEMENS S.P.A;;6ES7314-6BH04-0AB0
E50770402007;*FUORI PRODUZIONE CPU 314 6ES7-314-1AF11-0AB0 SIEMENS;ESA;375,48;;SIEMENS S.P.A;;SOST.DA E50770402011 6ES7314-1AG13-
E50770402008;*SOST.DA E50770402005;ANN;540,00;;;;
E50770402009;CPU 315-2 DP 6ES7315-2AH14-0AB0 (ex 6ES7315-2AG10-0AB0);;1 062,38;;SIEMENS S.P.A;;6ES7315-2AH14-0AB0
E50770402010;CPU 314C-2 DP 6ES7 314-6CH04-0AB0 64 kbyte SIEMENS;;1 789,57;;SIEMENS S.P.A;;6ES7314-6CH04-0AB0
E50770402011;CPU 314-6ES7 314-1AG14-0AB0 (EX.1AG13) SIEMENS;;578,11;;SIEMENS S.P.A;;6ES7314-1AG14-0AB0
E50770402012;CPU 315-2 PN/DP 6ES7 315-2EH14-0AB0 SIEMENS;;2 267,12;;SIEMENS S.P.A;;6ES7315-2EH14-0AB0
E50770403000;MODULO 32 INP 24VDC 6ES7321-1BL00-0AA0(EX E9947A0009)SIEMENS;;284,04;;SIEMENS S.P.A;;6ES7321-1BL00-0AA0
E50770403001;SCHEDA 16IN VELOCI 6ES7321-7BH01-0AB0 EX E9947A0030 SIEMENS;;477,90;;SIEMENS S.P.A;;6ES7321-7BH01-0AB0
E50770403002;SCHEDA 16 INGRESSI 6ES7321-1BH02-0AA0 (EX E9947A0018)SIEMENS;;174,80;;SIEMENS S.P.A;;6ES7321-1BH02-0AA0
E50770403003;MODULO 8IN    6ES7221-1BF00-0XA0 (EX E9947A0032) SIEMENS;;,00;;;;
E50770403004;MODULO 16 INGRESSI DIGITALI 24VDC SU CAN-OPEN (M16DI);ANR;105,00;;;;
E50770403005;SCHEDA 16 IN NAMUR 6ES7 321-7TH00-0AB0 SIEMENS;;530,85;;SIEMENS S.P.A;;6ES7321-7TH00-0AB0
E50770404000;MODULO 32 OUT 24VDC 0,5A 6ES7322-1BL00-0AA0 (EX E9947A0010);;665,10;;SIEMENS S.P.A;;6ES7322-1BL00-0AA0
E50770404001;SCHEDA 16 USCITE 6ES7322-1BH01-0AA0 (EX E9947A0019) SIEMENS;;221,37;;SIEMENS S.P.A;;6ES7322-1BH01-0AA0
E50770404002;MODULO 8OUT   6ES7-222-1BF00-0XA0 (EX E9947A0033) SIEMENS;;,00;;;;
E50770404003;MODULO 16 USCITE DIGITALI 24VDC/2A SU CAN-OPEN (M16DO);;110,00;;;;
E50770405000;SCH.8 I/O  6ES7.323.1BH00-0AA0;;152,39;;;;
E50770405001;SCHEDA 16 IN+16 OUT 6ES7-323-1BL00-0AA0;;587,35;;SIEMENS S.P.A;;6ES7323-1BL00-0AA0
E50770406000;MOD.2 IN ANALOG.6ES7-331-7KB02-0AB0 SIEMENS;;174,41;;SIEMENS S.P.A;;6ES7331-7KB02-0AB0
E50770406001;SCHEDA 8 IN ANAL.6ES7-331-7KF02-0AB0 12BIT (EX.7KF01)SIEMENS;;531,49;;SIEMENS S.P.A;;6ES7331-7KF02-0AB0
E50770406002;SCHEDA 8 IN ANALOGICA 6ES7-331-7NF00-0AB0 SIEMENS 16BIT;;369,13;;SIEMENS S.P.A;;6ES7331-7NF00-0AB0
E50770406003;*SOST. DA E50770406000 - MOD.2 IN ANALOG.6ES7-331-7KB02-0AB0;ANN;139,03;;SIEMENS S.P.A;;*6ES7-331-7KB02-0AB0
E50770406004;SCHEDA 8 IN ANALOGICA 6ES7-331-7HF01-0AB0 SIEMENS;;531,83;;SIEMENS S.P.A;;6ES7331-7HF01-0AB0
E50770407000;UNITA' 2 USC.ANAL.S7-300 6ES7332-5HB01-0AB0 (EX E9947A0012);;287,99;;SIEMENS S.P.A;;6ES7332-5HB01-0AB0
E50770407001;SCHEDA 4 OUT ANAL.6ES7-332-5HD01-0AB0 (EX E9947A0031)SIEMENS;;725,05;;SIEMENS S.P.A;;6ES7332-5HD01-0AB0
E50770407002;PLC 8 OUT ANALOG 6ES7332 5HF00 0AB0 SIEMENS;;956,39;;SIEMENS S.P.A;;6ES7332-5HF00-0AB0
E50770408000;*SOST.DA E50770408010 - SCH.COM.ETHERNET 6GK7-343-1EX11-0XE0;;1 106,61;;SIEMENS S.P.A;;*6GK7343-1EX11-0XE0
E50770408001;INTERFACC.IM 153 6ES7-153-1AA03-0XB0   SIEMENS;;218,69;;SIEMENS S.P.A;;6ES7153-1AA03-0XB0
E50770408002;SCHEDA 342-5 PROFIBUS DP 6GK7 342-5DA02-0XE0 SIEMENS;;599,20;;SIEMENS S.P.A;;6GK7342-5DA03-0XE0
E50770408003;INTERFACCIA 6ES7 365-0BA01-0AA0 SIEMENS;;116,56;;SIEMENS S.P.A;;6ES7365-0BA01-0AA0
E50770408004;PROC.COMUNIC.CP340-RS232 6ES7340-1AH02-0AE0 (EX E9947A0016);;389,01;;SIEMENS S.P.A;;6ES7340-1AH02-0AE0
E50770408005;BLOCCO CONTATORI FM350-2 6ES7-350-2AH00-0AE0 SIEMENS;;684,51;;SIEMENS S.P.A;;6ES7350-2AH00-0AE0
E50770408006;SCHEDA INTERFAC. CP340-RS422/485 6ES7 340-1CH00-0AE0 SIEMENS;;419,26;;SIEMENS S.P.A;;6ES7340-1CH00-0AE0
E50770408007;SCHEDA COMUN.CP343-2 6GK7 343-2 AH00-0XA0 SIEMENS;;383,01;;SIEMENS S.P.A;;6GK7343-2AH00-0XA0
E50770408008;SCHEDA CP341-RS232C 6ES7341-1AH02-0AE0 SIEMENS;;816,08;;SIEMENS S.P.A;;6ES7341-1AH02-0AE0
E50770408009;SCHEDA INTERFAC. CP341-RS422/485 6ES7 341-1CH02-0AE0 SIEMENS;;882,60;;SIEMENS S.P.A;;6ES7341-1CH02-0AE0
E50770408010;SCH.COMUN.ETHERNET 6GK7343-1EX30-0XE0 (ex 6G7343-1EX21-0XE0);;1 169,96;;SIEMENS S.P.A;;6GK7343-1EX30-0XE0
E50770408011;MOD.PLC INTER.IM 360 6ES7360 3AA01  0AA0 SIEMENS;;215,64;;SIEMENS S.P.A;;6ES7360 3AA01 0AA0
E50770408012;MOD.PLC INTER.IM 361 6ES7361 3CA01 0AA0 SIEMENS;;246,44;;SIEMENS S.P.A;;6ES7361 3CA01 0AA0
E50770408013;SCH.COMUN. ETHERNET 6GK7343-1CX10-0XE0  (CP343-1 LEAN);;577,10;;SIEMENS S.P.A;;6GK7343-1CX10-0XE0
E50770408014;INTERFACCIA RS232 X CP441 6ES7963-1AA10-0AA0 SIEMENS;;163,13;;SIEMENS S.P.A;;6ES7963-1AA10-0AA0
E50770409000;BLOCCO CONTATORE 6ES7 350-1AH03-0AE0 SIEMENS;;408,35;;SIEMENS S.P.A;;6ES7350-1AH03-0AE0
E50770410000;SCHEDA ANAL.4J/20 6ES7-334-0CE01-0AA0   SIEMENS;;377,54;;SIEMENS S.P.A;;6ES7334-0CE01-0AA0
E50770410001;SCHEDA 4IN 4 OUT ANAL.FAST 6ES7-335-7HG02-6AA0 SIEMENS;;659,87;;SIEMENS S.P.A;;6ES7335-7HG02-0AB0
E50770411000;SCHEDA 6ES7-335-7HG00-6AA0 SIEMENS;;51,65;;;;
E507704110000;CODICE ANNULLATO;ANN;,00;;;;
E50770412000;MOD.PLC P.CAMME FM352 6ES7352 1AH02 0AE0 SIEMENS;;919,14;;SIEMENS S.P.A;;6ES7352-1AH02-0AE0
E50770470000;GUIDA MM160      6ES7-390-1AB60-0AA00  SIEMENS;;22,21;;SIEMENS S.P.A;;6ES7390-1AB60-0AA0
E50770470001;GUIDA MM482      6ES7-390-1AE80-0AA0  SIEMENS;;34,39;;SIEMENS S.P.A;;6ES7390-1AE80-0AA0
E50770470002;GUIDA PROF.S7-300 6ES7390-1AF30-0AA0 (EX E9947A0006) SIEMENS;;34,39;;SIEMENS S.P.A;;6ES7390-1AF30-0AA0
E50770471000;*SOST.DA E50770471001 - EPROM 6ES7-951-0KD00-0AA0 SIEMENS;;48,11;;;;
E50770471001;MEMORY CARD MC 951 6ES7951-0KE00-0AA0 (EX E9947A0029)SIEMENS;;80,22;;SIEMENS S.P.A;;6ES7951-0KE00-0AA0
E50770471002;MEMORY CARD 64K 6ES7951-0KF00-0AA0 SIEMENS;;259,18;;;;
E50770471003;MEMORY CARD 64K 6ES7953-8LF31-0AA0 SIEMENS;;38,87;;SIEMENS S.P.A;;6ES7953-8LF30-0AA0
E50770471004;MEMORY CARD 128K 6ES7953-8LG31-0AA0 SIEMENS;;80,95;;SIEMENS S.P.A;;6ES7953-8LG31-0AA0
E50770472001;BATTERIA TAMPONE 6ES7-971-1AA00-0AA0 (EX E9947A0014) SIEMENS;;8,46;;SIEMENS S.P.A;;6ES7971-1AA00-0AA0
E50770473000;CONNETTORE PER BUS 6ES7 972-0BA30-0XA0 SIEMENS;;20,06;;SIEMENS S.P.A;;6ES7972-0BA30-0XA0
E50770473001;CONNETT.X BUS 6ES7 972-0BB42-0XA0 SIEMENS;;39,96;;SIEMENS S.P.A;;6ES7972-0BB42-0XA0
E50770473002;CONNETTORE PER IN/OUT FLAT S7 6ES7-921-3AA20-0AA0 SIEMENS;;49,81;;SIEMENS S.P.A;;6ES7921-3AA20-0AA0
E50770473003;CONNETTORE RETE PRFIBUS AP 6ES7-972-0BA10-0XA0 SIEMENS;;25,63;;;;
E50770473004;CONNETT. FR.A VITE 20POLI 6ES7392-1AJ00-0AA0 (EX E9947A0013);;27,22;;SIEMENS S.P.A;;6ES7392-1AJ00-0AA0
E50770473005;CONN.FR.40 POLI CONT.VITE 6ES7392-1AM00-0AA0 (EX E9947A0011);;32,48;;SIEMENS S.P.A;;6ES7392-1AM00-0AA0
E50770473006;CONNETTORE SPORTELLO AMP.6ES7 328-0AA00-7AA0;;40,08;;SIEMENS S.P.A;;6ES7328-0AA00-7AA0
E50770473007;CONNETTORE PROFIBUS/MPI 6ES7 972 0BA42-0XA0 SIEMENS;;33,67;;SIEMENS S.P.A;;6ES7972-0BA42-0XA0
E50770473008;CONNETTORE DI BUS PROFIBUS FC RS485;;41,92;;SIEMENS S.P.A;;6GK1500-0FC10
E50770474000;CAVO L2 MT100     6XV-1830-0EH10        SIEMENS;;91,76;;SIEMENS S.P.A;;6XV1830-0EH10..VEDI E50770074000
E50770474001;FP*ADATTATORE TELESERVICE S7 6ES7 972 0CA30 0XA0 SIEMENS;;325,77;;SIEMENS S.P.A;;FP*6ES7972-0CA34-0XA0
E50770474002;ADATTATORE TELESERVICE S7 6ES7972-0CB35-0XA0 SIEMENS;;537,37;;SIEMENS S.P.A;;6ES7972-0CB35-0XA0
E50770474003;CAVO ADAPTER PC USB - S7 PROGRAMMAZIONE 6GK1571-0BA00-0AA0;;277,06;;SIEMENS S.P.A;;6GK1571-0BA00-0AA0
E50770475000;MANUALE ING.                   6ES7031-0AA00-8BB0 SIEMENS;;,00;;;;
E50770475001;MANUALE ET200M   6ES7-153-1AA00-8EA0   SIEMENS;;,52;;;;
E50770476000;MODULO JOLLY DM 370 6E67 370-0AA01-0AA0              SIEMENS;;66,27;;SIEMENS S.P.A;;6ES7370-0AA01-0AA0
E50770501000;ALIMENTATORE PS407 10A         6ES7407-0KA00-0AA0 SIEMENS;;448,98;;SIEMENS S.P.A;;6ES7407-0KA01-0AA0
E50770502000;CPU 414                        6ES7414-2XG00-0AB0 SIEMENS;;,00;;;;
E50770502001;CPU 416-2DP 6ES7 416-2XK00-0AB0                   SIEMENS;;5 396,35;;SIEMENS S.P.A;;6ES7416-2XK02-0AB0
E50770502002;CPU 412-1 6ES7 412-1XJ07-0AB0 SIEMENS;;1 143,62;;SIEMENS S.P.A;;6ES7412-1XJ07-0AB0
E50770503000;MODULO 16 IN FILTRO O,5 MS     6ES7421-7DH00-0AB0 SIEMENS;;,00;;;;
E50770503001;MODULO 32 IN S7-421            6ES7421-1BL00-0AA0 SIEMENS;;211,66;;SIEMENS S.P.A;;6ES7421-1BL00-0AA0
E50770504000;MODULO 32 OUT S7-422           6ES7422-1BL00-0AA0 SIEMENS;;311,01;;SIEMENS S.P.A;;6ES7422-1BL00-0AA0
E50770507000;MODULO  8 OUT ANALOGICI        6ES7432-1HF00-0AB0 SIEMENS;;690,27;;SIEMENS S.P.A;;6ES7432-1HF00-0AB0
E50770508000;MODULO DI COMUNICAZIONE 6GK7 443-1BX00-0XE0       SIEMENS;;1 703,30;;SIEMENS S.P.A;;6GK7443-1BX00-0XE0
E50770509000;MOD.CAMME ELETT. 6ES7 452-1AHOO-0AE0                 SIEMENS;;704,96;;SIEMENS S.P.A;;6ES7452-1AH00-0AE0
E50770570000;RACK 18 SLOT PER S7.400        6ES7400-1TA00-0AA0 SIEMENS;;600,43;;SIEMENS S.P.A;;6ES7400-1TA01-0AA0
E50770571000;MODULO FLASH EPROM 64KB X CPU  6ES7952-0KF00-0AA0 SIEMENS;;179,04;;SIEMENS S.P.A;;6ES7952-OKF00-0AA0
E50770572000;BATTERIA TAMPONE S7-400        6ES7971-0BA00      SIEMENS;;9,54;;SIEMENS S.P.A;;6ES7971-0BA00
E50770573000;CONNETTORE A VITE              6ES7492-1AL00-0AA0 SIEMENS;;24,95;;SIEMENS S.P.A;;6ES7492-1AL00-0AA0
E50770575000;MANUALE ING.                   6ES7498-8AA00-8BA0 SIEMENS;;,00;;;;
E50770602000;SIMATIC S7-1500, CPU 1511-1 PN 6ES7511-1AK02-0AB0 SIEMENS;;544,39;;SIEMENS S.P.A;;6ES7511-1AK02-0AB0
E50770602001;SIMATIC  S7-1500, CPU 1512SP-1PN  SIEMENS;;855,39;;SIEMENS S.P.A;;6ES7512-1DK01-0AB0
E50770602002;CPU 6ES7511-1CK01-0AB0 CPU1511 SIEMENS;;987,36;;SIEMENS S.P.A;;6ES7511-1CK01-0AB0
E50770602003;SIMATIC S7-1500F,CPU 1515F-2 PN 6ES7515-2FM__-0AB0 SIEMENS;;2 902,00;;SIEMENS S.P.A;;6ES7515-2FM01-0AB0
E50770602004;CPU 6ES7511-1FK02-0AB0 CPU 1511F-1 PN SIEMENS;;,00;;SIEMENS S.P.A;6ES7511-1FK02-0AB0;6ES7511-1FK02-0AB0
E50770603000;SIMATIC ET 200SP, MODULO 16 IN 6ES7131-6BH__-0BA0  SIEMENS;;40,70;;SIEMENS S.P.A;;6ES7131-6BH00-0BA0
E50770603001;SCHEDA 32 IN 6ES7521-1BL00-0AB0 SIEMENS;;370,50;;SIEMENS S.P.A;;6ES7521-1BL00-0AB0
E50770603002;MODULO 8IN SAFETY PER ET 200SP 6ES7136-6BA00-0CA0 SIEMENS;;227,00;;SIEMENS S.P.A;;6ES7136-6BA00-0CA0
E50770604000;SIMATIC ET 200SP, MODULO 16 OUT 6ES7132-6BH__-0BA0 SIEMENS;;53,17;;SIEMENS S.P.A;;6ES7132-6BH00-0BA0
E50770604001;SCHEDA 32 OUT 6ES7522-1BL01-0AB0 SIEMENS;;320,90;;SIEMENS S.P.A;;6ES7522-1BL01-0AB0
E50770604002;MODULO 4OUT SAFETY PER ET 200SP 6ES7136-6DB00-0CA0 SIEMENS;;262,00;;SIEMENS S.P.A;;6ES7136-6DB00-0CA0
E50770604003;SIMATIC S7-1500, SCHEDA 16 OUT 6ES7522-1BH01-0AB0 SIEMENS;;251,75;;SIEMENS S.P.A;;6ES7522-1BH01-0AB0
E50770605000;SCHEDA 16 IN + 16 OUT 6ES7523-1BL00-0AA0 SIEMENS;;476,90;;SIEMENS S.P.A;;6ES7523-1BL00-0AA0
E50770606000;MOD.IN ANALOG.,4XRTD/TC 6ES7134-6JD00-0CA1 ET 200SP SIEMENS;;114,50;;SIEMENS S.P.A;;6ES7134-6JD00-0CA1
E50770606001;MOD.INGR.ANALOGI.4 XU/I/RTD/TC ST 6ES7531-7QD00-0AB0 SIEMENS;;,00;;;;
E50770607000;SIMATIC S7-1500,6ES7532-5NB00-0AB0 SCH.2 OUT ANALOG.SIEMENS;;,00;;SIEMENS S.P.A;;6ES7532-5NB00-0AB0
E50770607001;SIMATIC S7-1500,6ES7532-5HD00-0AB0 SCH.4 OUT ANALOG.SIEMENS;;413,73;;SIEMENS S.P.A;;6ES7532-5HD00-0AB0
E50770608000;SIMATIC ET 200SP MOD.INT.IM155-6PN 6ES7155-6AA__-0BN0SIEMENS;;152,18;;SIEMENS S.P.A;;6ES7155-6AA00-0BN0
E50770608001;SIMATIC ET 200SP, MOD.COM.CM PTP 6ES7137-6AA00-0BA0 SIEMENS;;218,11;;SIEMENS S.P.A;;6ES7137-6AA00-0BA0
E50770608002;SCHEDA CP1543-1 ETHERNET 6GK7543-1AX00-0XE0 SIEMENS;;1 327,63;;SIEMENS S.P.A;;6GK7543-1AX00-0XE0
E50770608003;SIMATIC ET 200SP ADATT.BUS BA-SEND BA1XFC 6ES7193-6AS00-0AA0;;58,50;;SIEMENS S.P.A;;6ES7193-6AS00-0AA0
E50770608004;SIMATIC ET 200SP UNIT� DI BASE BU-SEND 6ES7193-6BN00-0NE0;;29,00;;SIEMENS S.P.A;;6ES7193-6BN00-0NE0
E50770608005;UNI.BASE BU15-P16+A10+2B 6ES7193-6BP20-0BA0 ET 200SP SIEMENS;;10,50;;SIEMENS S.P.A;;6ES7193-6BP20-0BA0
E50770608006;UNI.BASE BU15-P16+A10+2D 6ES7193-6BP20-0DA0 ET 200SP SIEMENS;;16,44;;SIEMENS S.P.A;;6ES7193-6BP20-0DA0
E50770608007;SIMATIC S7-1500, CM PTP RS232 BA 6ES7540-1AD00-0AA0 SIEMENS;;448,00;;SIEMENS S.P.A;;6ES7540-1AD00-0AA0
E50770608008;SCHEDA CP1543-1 ETHERNET 6GK7543-1AX00-0XE0;;,00;;;;
E50770608009;MODULO SERIALE CM PTP RS 422/485 HF S7-1500 SIEMENS;;1 028,00;;SIEMENS S.P.A;6ES7541-1AB00-0AB0;6ES7541-1AB00-0AB0
E50770609000;SIMATIC ET 200SP,TM POSINPUT 1 UN.6ES7138-6BA00-0BA0 SIEMENS;;161,56;;SIEMENS S.P.A;;6ES7138-6BA00-0BA0
E50770610000;SIMATIC S7-1500 MOD.4 ING.2 USC.AN. 6ES75347QE000AB0 SIEMENS;;,00;;SIEMENS S.P.A;;6ES7534-7QE00-0AB0
E50770670000;SIMATIC S7-1500, GUIDA PR.160MM 6ES7590-1AB60-0AA0 SIEMENS;;10,85;;SIEMENS S.P.A;;6ES7590-1AB60-0AA0
E50770670001;GUIDA 6ES7590-1AE80-0AA0 SIEMENS;;24,16;;SIEMENS S.P.A;;6ES7590-1AE80-0AA0
E50770670002;SIMATIC S7-1500,GUIDA PROFI.245MM 6ES7590-1AC40-0AA0 SIEMENS;;,00;;SIEMENS S.P.A;;6ES7590-1AC40-0AA0
E50770671000;*SOSTITUITO DA E50770671002 6ES7954-8LC02-0AA0 SIEMENS;;31,84;;SIEMENS S.P.A;;6ES7954-8LC02-0AA0
E50770671001;MEMORY CARD 6ES7954-8LF__-0AA0 SIEMENS;;217,07;;SIEMENS S.P.A;;6ES7954-8LF02-0AA0
E50770671002;MEMORY CARD 4MB 6ES7954-8LC03-0AA0 SIEMENS;;36,79;;SIEMENS S.P.A;;6ES7954-8LC03-0AA0
E50770673000;SIMATIC ET 200SP, UNITA' BASE BU15-P16+A0+2D SIEMENS;;18,66;;SIEMENS S.P.A;;6ES7193-6BP00-0DA0
E50770673001;SIMATIC ET 200SP, UNITA' BASE BU15-PA16+A0+2B SIEMENS;;10,58;;SIEMENS S.P.A;;6ES7193-6BP00-0BA0
E50770673002;CONNETTORI PER I/O 6ES7921-5AB20-0AA0 SIEMENS;;46,00;;SIEMENS S.P.A;;6ES7921-5AB20-0AA0
E50770673003;CONNET.FRONT.6ES7592-1BM00-0XB0,SIMATIC S7-1500 35MM SIEMENS;;28,13;;SIEMENS S.P.A;;6ES7592-1BM00-0XB0
E50770673004;CONNET.FRONT.6ES7592-1BM00-0XA0,SIMATIC S7-1500 25MM SIEMENS;;,00;;SIEMENS S.P.A;;
E50770674000;SIMATIC NET, IND.ET.TP CORD RJ45/RJ45 6XV1870-3QE50  SIEMENS;;11,62;;SIEMENS S.P.A;;6XV1870-3QE50
E50770702000;CPU 1215C 6ES7215-1AG40-0XB0 SIEMENS;;377,46;;SIEMENS S.P.A;;6ES7215-1AG40-0XB0
E50770702001;CPU 1243-1 6GK7243-1BX30-0XE0 SIEMENS;;,00;;SIEMENS S.P.A;;6GK7243-1BX30-0XE0
E50770705000;SIMATIC S7-1200 6ES7223-1BH32-0XB0 SIEMENS;;206,00;;SIEMENS S.P.A;;
E50770706000;MODULO IN ANALOGICO 6ES7231-5PA30-0XB0 SIEMENS;;,00;;SIEMENS S.P.A;;6ES7231-5PA30-0XB0
E50770710000;SIMATIC S7-1200 6ES7234-4HE32-0XB0 SIEMENS;;,00;;SIEMENS S.P.A;;
E50770803000;SIMATIC ET 200 8 DIGITAL INPUT 6ES7141-5BF00-0BA0 SIEMENS;;65,00;;SIEMENS S.P.A;;6ES7141-5BF00-0BA0
E50770805000;SIMATIC ET 200 4IN + 4OUT DIGITAL 6ES7143-5BF00-0BA0 SIEMENS;;71,00;;SIEMENS S.P.A;;6ES7143-5BF00-0BA0
E50770902000;CPU 1510SP-1 PN PER ET 200SP 6ES7510-1DJ01-0AB0 SIEMENS;;,00;;SIEMENS S.P.A;6ES7510-1DJ01-0AB0;6ES7510-1DJ01-0AB0
E50770903000;SIMATIC ET 200SP 6ES7131-6CF00-0AU0 8X 24V AC SIEMENS;;,00;;SIEMENS S.P.A;6ES7131-6CF00-0AU0;6ES7131-6CF00-0AU0
E50770904000;SIMATIC ET 200SP 6ES7132-6HD01-0BB1 RQ NO 4X 120V SIEMENS;;,00;;SIEMENS S.P.A;6ES7132-6HD01-0BB1;6ES7132-6HD01-0BB1
E50770906000;SIMATIC ET 200SP 6ES7134-6GD01-0BA1 4XI A 2/4 FILI SIEMENS;;,00;;SIEMENS S.P.A;6ES7134-6GD01-0BA1;6ES7134-6GD01-0BA1
E50770907000;SIMATIC ET 200SP 6ES7135-6GB00-0BA1 AQ 2XI STD SIEMENS;;,00;;SIEMENS S.P.A;6ES7135-6GB00-0BA1;6ES7135-6GB00-0BA1
E50770908000;SIMATIC ET 200SP,ADAT.DI BUS BA 2XRJ45, 2 PRESE RJ45 SIEMENS;;,00;;SIEMENS S.P.A;6ES7193-6AR00-0AA0;6ES7193-6AR00-0AA0
E50770973000;SIMATIC ET 200SP 6ES7193-6BP00-0DU0 BU20-P16+A0+2D SIEMENS;;,00;;SIEMENS S.P.A;6ES7193-6BP00-0DU0;6ES7193-6BP00-0DU0
E50770973001;SIMATIC ET 200SP, UNIT� DI BASE BU20-P12+A0+4B SIEMENS;;,00;;;;
E507750000;DISPLAY OP17/DP 6AV3 617-1JC20-OAX1 SIEMENS;;753,63;;;;
E50800201001;PIASTRA CHIUSURA LATO VALVOLE EX600-EU1-2 COD.01776649 SMC;;,00;;SMC ITALIA SPA;1776649;1776649
E50800201002;PIASTRA ALIMENTAZIONE EX600-ED5-2 COD.01776625 SMC;;,00;;SMC ITALIA SPA;1776625;1776625
E50800201003;PIASTRA ALIMENTAZIONE EX600-ED5 SMC;;,00;;;EX600-ED5;1693976
E50800201004;UNITA' DI INTERFACCIA SERIALE EX600-ED2 SMC;;,00;;;EX600-ED2;504518
E50800203001;MODULO INGRESSI ANALOGICI 2 INGRESSI EX600-AXA SMC;;,00;;;EX600-AXA;504531
E50800204001;SISTEMA DI TRASMISSIONE ETHERCAT EX260-SEC1 CONN. M12 SMC;;204,50;;SMC ITALIA SPA;;
E50800204002;SISTEMA DI TRASMISSIONE ETHERNET/IP EX260-SEN1 CONN. M12 SMC;;,00;;SMC ITALIA SPA;931293;931293
E50800204003;SISTEMA DI TRASMISSIONE ETHERNET/IP EX600-SEN3 CONN. M12 SMC;;,00;;SMC ITALIA SPA;1328008;1328008
E50800204004;SIST.DI TRASM.NODO ETHERCAT 512IN+512OUT PNP EX600-SEC1 SMC;;,00;;;EX600-SEC1;885795
E50800205001;INTERFACCIA 8DI PNP EX600-DXPC CONN. M8 COD.00504525 SMC;;,00;;SMC ITALIA SPA;504525;504525
E50800206001;MOD.4 INGRESSI ANALOGICI EX600-AXB-X3 CONN.M12 01675637 SMC;;,00;;SMC ITALIA SPA;1675637;1675637
E50800299001;PIASTRA DI ACCOPPIAMENTO EX600-ZMV1 SMC;;,00;;SMC ITALIA SPA;EX600-ZMV1;501099
E50800299002;UNITA' INTERFACCIA SERIALE EX600-ZMV2 SMC;;,00;;SMC ITALIA SPA;EX600-ZMV2;736094
E50800299003;SQUADRETTA PIASTRA ALIMENTAZIONE EX600-ZMA3 SMC;;,00;;SMC ITALIA SPA;EX600-ZMA3;1098500
E50800376001;CODICE LIBERO;;,00;;;;
E50800376002;CODICE LIBERO;;,00;;;;
E50800376003;CODICE LIBERO;;,00;;;;
E50800376004;CODICE LIBERO;;,00;;;;
E50800376005;CODICE LIBERO;;,00;;;;
E50800376006;CODICE LIBERO;;,00;;;;
E50800376007;CODICE LIBERO;;,00;;;;
E50800999001;SUPPORTO RINFORZO MONTAGGIO GUIDA DIN EX600-ZMB2 SMC;;,00;;SMC ITALIA SPA;504963;504963
E50830050000;DISPLAY XBT-E015010 CON MANUALE XBT-X000IT  TLMC;;644,54;;;;
E50830050001;"DISPLAY TOUCH SCREEN 5"" SCHNEIDER MAGELIS XBT-F032 110 TLMC";;1 154,80;;;;
E50830101000;SCHEDA ALIMENTATORE 110/220V SCHNEIDER 140 CPS 114 10 TLMC;;541,48;;;;
E50830102000;SCHEDA CPU SCHNEIDER 140 CPU 113 03 TLMC;;2 482,48;;;;
E50830103000;SCHEDA 32 IN SCHNEIDER 140 DDI 353 00 TLMC;;221,22;;;;
E50830104000;SCHEDA 32 OUT SCHNEIDER 140 DDO 353 00 TLMC;;326,30;;;;
E50830107000;SCHEDA 4OUT ANALOGICHE 0-10V SCHNEIDER 140 AVO 020 00 TLMC;;568,00;;;;
E50830109000;SCHEDA CONTEGGIO VELOCE SCHNEIDER 140 EHC 202 00 TLMC;;941,63;;;;
E50830170000;RACH 10SLOT PER PLC QUANTUM SCHNEIDER 140 XBP 010 00 TLMC;;299,78;;;;
E50830173000;CONNETTORI 40 POLI SCHNEIDER 140 XTS 002 00 TLMC;;21,15;;;;
E508U0474000;*ANN.SOST.DA D13500260500;ANN;1,03;;;;
E50SP0000000;PLC COMMERCIALE;;141,08;;;;
E52009504000;MINUTER.PIASTRA ISOLAN.X SAK 4  WD  2853;;,28;;;;
E52009516000;MINUTER.PIASTRA ISOLAN.X SAK 16 WD  2978;;,00;;;;
E52019504000;MINUT.VITI ISOL.FISS.PIAS.XSAK4 WD  1289;;,06;;;;
E52029500000;PROFIL.PROTEZ. WAD 5 GIALLA WD;;,14;;;;
E52029510000;MINUTER.PROFIL.PROTEZIONE  ADP2 WD4853.0;;5,41;;;;
